Station Number,Sample Type,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-16,MACROINVERTEBRATE,2117,8/20/2012,A,Yes,View,A
S-16,MACROINVERTEBRATE,2563,8/10/2017,A,Yes,View,A
S-17,ALGAE,SA-17-2002,7/17/2002,--,--,Report,
S-17,ALGAE,SA-17-2002P (164),7/17/2002,--,--,,
S-17,ALGAE,SA-17-2002R (166),7/17/2002,AA,Yes,,A
S-17,ALGAE,SA-17-2005VB,7/26/2005,--,--,,
S-17,ALGAE,SA-17-2005VB2,8/23/2005,--,--,,
S-17,ALGAE,SA-17-2007,6/27/2007,--,--,,
S-17,ALGAE,SA-17-2007R (690),6/27/2007,AA,Yes,,A
S-17,ALGAE,SA-17-2012,7/24/2012,--,--,,
S-17,ALGAE,SA-17-2012R (1163),7/24/2012,AA,Yes,,A
S-17,ALGAE,SA-17-2017,7/24/2017,--,--,,
S-17,ALGAE,SA-17-2017 (1698),7/24/2017,--,--,,
S-17,ALGAE,SA-17-2017R (1698),7/24/2017,--,--,,
S-17,MACROINVERTEBRATE,19,9/2/1983,A,Yes,Report,A
S-17,MACROINVERTEBRATE,902,8/25/2000,AA,Yes,,A
S-17,MACROINVERTEBRATE,1658,8/15/2007,AA,Yes,View,A
S-17,MACROINVERTEBRATE,2122,8/21/2012,AA,Yes,View,A
S-17,MACROINVERTEBRATE,2580,8/21/2017,AA,Yes,View,A
S-18,MACROINVERTEBRATE,20,9/2/1983,B,Yes,Report,B
S-19,MACROINVERTEBRATE,21,9/2/1983,B,Yes,Report,B
S-19,MACROINVERTEBRATE,619,8/20/1997,B,No,,C
S-20,MACROINVERTEBRATE,23,9/1/1983,C,No,Report,NA
S-20,MACROINVERTEBRATE,52,11/21/1983,C,No,,NA
S-20,MACROINVERTEBRATE,115,10/11/1984,C,No,,NA
S-20,MACROINVERTEBRATE,213,9/17/1987,C,No,,NA
S-20,MACROINVERTEBRATE,234,9/13/1988,C,No,,NA
S-20,MACROINVERTEBRATE,289,11/2/1988,C,No,,NA
S-20,MACROINVERTEBRATE,340,9/13/1989,C,No,,NA
S-20,MACROINVERTEBRATE,297,8/21/1990,C,No,,NA
S-20,MACROINVERTEBRATE,369,8/26/1992,C,No,,NA
S-20,MACROINVERTEBRATE,427,9/13/1993,C,Yes,,C
S-20,MACROINVERTEBRATE,468,8/22/1994,C,No,,NA
S-20,MACROINVERTEBRATE,627,8/26/1997,C,Yes,,C
S-20,MACROINVERTEBRATE,1224,8/12/2003,C,Yes,,C
S-20,MACROINVERTEBRATE,1644,8/10/2007,C,Yes,View,C
S-21,MACROINVERTEBRATE,24,9/1/1983,A,No,Report,B
S-21,MACROINVERTEBRATE,245,9/2/1988,A,No,,B
S-22,ALGAE,SA-22-2012,7/16/2012,--,--,Report,
S-22,ALGAE,SA-22-2012R (1151),7/16/2012,B,Yes,,B
S-22,MACROINVERTEBRATE,25,9/1/1983,B,Yes,Report,B
S-22,MACROINVERTEBRATE,639,9/4/1997,B,Yes,,A
S-22,MACROINVERTEBRATE,1656,8/15/2007,B,Yes,View,A
S-22,MACROINVERTEBRATE,2112,8/15/2012,B,Yes,View,A
S-23,MACROINVERTEBRATE,26,9/1/1983,B,Yes,Report,B
S-24,MACROINVERTEBRATE,27,9/1/1983,C,Yes,Report,C
S-24,MACROINVERTEBRATE,1187,9/4/2002,C,No,,NA
S-24,MACROINVERTEBRATE,1408,9/13/2004,C,Yes,,C
S-25,MACROINVERTEBRATE,28,9/6/1983,B,No,Report,C
S-26,ALGAE,SA-26-2007,7/23/2007,--,--,Report,
S-26,ALGAE,SA-26-2007R (718),7/23/2007,B,Yes,,B
S-26,MACROINVERTEBRATE,29,9/6/1983,B,Yes,Report,B
S-27,ALGAE,SA-27-2017,6/28/2017,--,--,Report,
S-27,ALGAE,SA-27-2017 (1671),6/28/2017,--,--,,
S-27,ALGAE,SA-27-2017R (1671),6/28/2017,--,--,,
S-27,MACROINVERTEBRATE,30,9/6/1983,C,Yes,Report,B
S-27,MACROINVERTEBRATE,1173,8/27/2002,C,Yes,,B
S-27,MACROINVERTEBRATE,1652,8/14/2007,C,Yes,View,B
S-27,MACROINVERTEBRATE,2109,8/14/2012,C,Yes,View,B
S-27,MACROINVERTEBRATE,2583,8/22/2017,C,Yes,View,A
S-28,MACROINVERTEBRATE,31,9/6/1983,C,Yes,Report,C
S-29,MACROINVERTEBRATE,32,9/8/1983,B,No,Report,C
S-29,MACROINVERTEBRATE,174,9/5/1985,B,No,,NA
S-29,MACROINVERTEBRATE,1214,9/2/1988,B,Indeterminate,,I
S-29,MACROINVERTEBRATE,240,9/2/1988,B,No,,NA
S-29,MACROINVERTEBRATE,242,9/2/1988,B,No,,NA
S-29,MACROINVERTEBRATE,342,10/3/1990,B,No,,NA
S-29,MACROINVERTEBRATE,389,9/14/1992,B,No,,NA
S-30,MACROINVERTEBRATE,33,9/12/1983,B,Yes,Report,B
S-30,MACROINVERTEBRATE,310,8/28/1991,B,Yes,,B
S-30,MACROINVERTEBRATE,361,8/20/1992,B,Yes,,B
S-30,MACROINVERTEBRATE,628,8/27/1997,B,Yes,,B
S-30,MACROINVERTEBRATE,1138,8/13/2002,B,Yes,,B
S-30,MACROINVERTEBRATE,1636,8/8/2007,B,Yes,View,B
S-30,MACROINVERTEBRATE,2092,8/7/2012,B,Yes,View,B
S-30,MACROINVERTEBRATE,2572,8/15/2017,B,Yes,View,B
S-31,MACROINVERTEBRATE,34,9/12/1983,B,No,Report,C
S-31,MACROINVERTEBRATE,362,8/20/1992,B,Yes,,B
S-31,MACROINVERTEBRATE,629,8/27/1997,B,Yes,,B
S-32,MACROINVERTEBRATE,35,9/12/1983,C,Yes,Report,C
S-32,MACROINVERTEBRATE,341,10/2/1990,C,Yes,,B
S-33,MACROINVERTEBRATE,36,9/13/1983,C,Yes,Report,C
S-33,MACROINVERTEBRATE,325,9/9/1991,C,Yes,,B
S-33,MACROINVERTEBRATE,617,8/20/1997,C,Yes,,B
S-34,ALGAE,SA-34-2007,7/12/2007,--,--,Report,
S-34,ALGAE,SA-34-2007R (708),7/12/2007,C,Yes,,B
S-34,ALGAE,SA-34-2012,7/23/2012,--,--,,
S-34,ALGAE,SA-34-2012R (1162),7/23/2012,C,Yes,,B
S-34,MACROINVERTEBRATE,37,9/13/1983,C,Yes,Report,C
S-34,MACROINVERTEBRATE,326,9/9/1991,C,Yes,,B
S-34,MACROINVERTEBRATE,618,8/20/1997,C,Yes,,A
S-34,MACROINVERTEBRATE,1657,8/15/2007,C,Yes,View,B
S-34,MACROINVERTEBRATE,2123,8/21/2012,C,Yes,View,A
S-35,MACROINVERTEBRATE,38,9/15/1983,C,Yes,Report,B
S-36,MACROINVERTEBRATE,39,9/15/1983,C,Yes,Report,C
S-37,MACROINVERTEBRATE,40,9/14/1983,A,Indeterminate,Report,I
S-37,MACROINVERTEBRATE,2175,9/16/2010,A,Yes,View,A
S-38,MACROINVERTEBRATE,41,9/14/1983,B,No,Report,C
S-39,MACROINVERTEBRATE,42,9/14/1983,A,No,Report,C
S-40,MACROINVERTEBRATE,43,9/14/1983,A,No,Report,B
S-40,MACROINVERTEBRATE,1533,9/16/2005,A,Yes,,A
S-40,MACROINVERTEBRATE,1613,8/24/2006,A,Yes,,A
S-41,ALGAE,SA-41-2018,6/19/2018,--,--,Report,
S-41,ALGAE,SA-41-2018R (1729),6/19/2018,--,--,,
S-41,MACROINVERTEBRATE,45,9/30/1983,C,Yes,Report,C
S-41,MACROINVERTEBRATE,482,9/8/1994,C,Yes,,B
S-41,MACROINVERTEBRATE,728,8/27/1998,C,Yes,,A
S-41,MACROINVERTEBRATE,1263,8/26/2003,C,Yes,,B
S-41,MACROINVERTEBRATE,2668,8/20/2018,C,Yes,,A
S-42,MACROINVERTEBRATE,46,9/30/1983,B,Yes,Report,B
S-42,MACROINVERTEBRATE,481,9/8/1994,B,Yes,,B
S-42,MACROINVERTEBRATE,712,8/20/1998,C,Yes,,B
S-43,ALGAE,SA-43-2003,7/7/2003,--,--,Report,
S-43,ALGAE,SA-43-2003R (197),7/7/2003,C,Yes,,A
S-43,ALGAE,SA-43-2008,7/7/2003,--,--,,
S-43,ALGAE,SA-43-2008,7/7/2008,--,--,,
S-43,ALGAE,SA-43-2008R (748),7/7/2008,C,Yes,,A
S-43,ALGAE,SA-43-2013,7/18/2013,--,--,,
S-43,ALGAE,SA-43-2013R (1359),7/18/2013,C,Yes,,A
S-43,ALGAE,SA-43-2018,7/9/2018,--,--,,
S-43,ALGAE,SA-43-2018 (1750),7/9/2018,--,--,,
S-43,ALGAE,SA-43-2018R (1750),7/9/2018,--,--,,
S-43,MACROINVERTEBRATE,47,10/19/1983,C,Yes,Report,A
S-43,MACROINVERTEBRATE,97,9/5/1984,C,Yes,,A
S-43,MACROINVERTEBRATE,162,8/27/1985,C,Yes,,B
S-43,MACROINVERTEBRATE,183,9/4/1986,C,Yes,,A
S-43,MACROINVERTEBRATE,188,8/20/1987,C,Yes,,C
S-43,MACROINVERTEBRATE,366,8/25/1992,C,Yes,,B
S-43,MACROINVERTEBRATE,709,8/19/1998,C,Yes,,B
S-43,MACROINVERTEBRATE,1238,8/18/2003,C,Yes,,B
S-43,MACROINVERTEBRATE,1727,8/18/2008,C,Yes,View,B
S-43,MACROINVERTEBRATE,2209,8/19/2013,C,Yes,View,A
S-43,MACROINVERTEBRATE,2662,8/15/2018,C,Yes,,A
S-44,MACROINVERTEBRATE,48,10/19/1983,B,Yes,Report,A
S-45,MACROINVERTEBRATE,49,10/19/1983,C,Yes,Report,B
S-46,MACROINVERTEBRATE,50,10/19/1983,C,Yes,Report,C
S-46,MACROINVERTEBRATE,99,9/5/1984,C,Yes,,C
S-46,MACROINVERTEBRATE,161,8/27/1985,C,Yes,,C
S-46,MACROINVERTEBRATE,184,9/4/1986,C,Yes,,B
S-46,MACROINVERTEBRATE,187,8/20/1987,C,Yes,,C
S-46,MACROINVERTEBRATE,367,8/25/1992,C,Yes,,A
S-47,ALGAE,SA-47-2004,7/28/2004,--,--,Report,
S-47,ALGAE,SA-47-2004R (310),7/28/2004,C,No,,NA
S-47,ALGAE,SA-47-2014,7/30/2014,--,--,,
S-47,ALGAE,SA-47-2014 (1416),7/30/2014,--,--,,
S-47,ALGAE,SA-47-2014R (1416),7/30/2014,C,Yes,,C
S-47,MACROINVERTEBRATE,51,9/21/1983,C,Yes,Report,B
S-47,MACROINVERTEBRATE,1383,8/17/2004,C,Yes,,B
S-47,MACROINVERTEBRATE,2270,8/19/2014,C,Yes,View,C
S-48,ALGAE,SA-48-2015,6/30/2015,--,--,Report,
S-48,ALGAE,SA-48-2015R (1511),6/30/2015,B,Yes,,B
S-48,MACROINVERTEBRATE,53,8/20/1984,B,Yes,Report,A
S-48,MACROINVERTEBRATE,181,8/7/1986,B,Yes,,A
S-48,MACROINVERTEBRATE,469,8/29/1994,B,Yes,,A
S-48,MACROINVERTEBRATE,505,8/22/1995,B,No,,C
S-48,MACROINVERTEBRATE,700,8/17/1998,B,Yes,,B
S-48,MACROINVERTEBRATE,888,8/22/2000,B,Yes,,A
S-48,MACROINVERTEBRATE,1335,8/16/2005,B,No,,C
S-48,MACROINVERTEBRATE,1958,8/24/2010,B,No,View,C
S-48,MACROINVERTEBRATE,2385,8/20/2015,B,Yes,View,B
S-49,MACROINVERTEBRATE,54,8/20/1984,B,No,Report,NA
S-49,MACROINVERTEBRATE,182,8/7/1986,B,No,,NA
S-49,MACROINVERTEBRATE,470,8/29/1994,B,No,,C
S-49,MACROINVERTEBRATE,507,8/22/1995,B,No,,C
S-49,MACROINVERTEBRATE,2371,8/19/2015,B,No,View,NA
S-50,MACROINVERTEBRATE,55,8/20/1984,B,No,Report,NA
S-51,MACROINVERTEBRATE,56,8/21/1984,B,No,Report,C
S-52,ALGAE,SA-52-2005,7/18/2005,--,--,Report,
S-52,ALGAE,SA-52-2005R (429),7/18/2005,B,Yes,,A
S-52,ALGAE,SA-52-2005VB2,8/16/2005,--,--,,
S-52,ALGAE,SA-52-2010,6/24/2010,--,--,,
S-52,ALGAE,SA-52-2010R (937),6/24/2010,C,Yes,,A
S-52,ALGAE,SA-52-2015,7/13/2015,--,--,,
S-52,ALGAE,SA-52-2015R (1528),7/13/2015,C,Yes,,A
S-52,MACROINVERTEBRATE,57,8/21/1984,B,No,Report,C
S-52,MACROINVERTEBRATE,332,9/12/1991,B,No,,C
S-52,MACROINVERTEBRATE,359,8/18/1992,B,No,,C
S-52,MACROINVERTEBRATE,498,8/17/1995,B,No,,C
S-52,MACROINVERTEBRATE,1356,8/23/2005,C,Yes,,C
S-52,MACROINVERTEBRATE,1935,8/17/2010,C,Yes,View,C
S-52,MACROINVERTEBRATE,2362,8/12/2015,C,Yes,View,C
S-53,MACROINVERTEBRATE,58,8/21/1984,B,Yes,Report,B
S-53,MACROINVERTEBRATE,495,8/17/1995,B,No,,C
S-54,MACROINVERTEBRATE,59,8/21/1984,B,Yes,Report,B
S-54,MACROINVERTEBRATE,496,8/17/1995,B,No,,C
S-55,MACROINVERTEBRATE,60,8/22/1984,C,Yes,Report,C
S-55,MACROINVERTEBRATE,740,8/28/1998,C,No,,NA
S-56,MACROINVERTEBRATE,61,8/22/1984,C,Yes,Report,C
S-57,MACROINVERTEBRATE,62,8/22/1984,C,Yes,Report,C
S-58,MACROINVERTEBRATE,63,8/23/1984,C,Yes,Report,C
S-59,MACROINVERTEBRATE,64,8/23/1984,B,Yes,Report,A
S-60,MACROINVERTEBRATE,65,8/23/1984,B,Yes,Report,A
S-61,MACROINVERTEBRATE,66,8/23/1984,C,Yes,Report,C
S-62,ALGAE,SA-62-2016,6/23/2016,--,--,Report,
S-62,ALGAE,SA-62-2016R (1613),6/23/2016,--,--,,
S-62,MACROINVERTEBRATE,67,8/27/1984,B,Yes,Report,A
S-62,MACROINVERTEBRATE,447,9/29/1993,B,Yes,,A
S-62,MACROINVERTEBRATE,488,8/24/1994,B,Yes,,A
S-62,MACROINVERTEBRATE,1552,8/9/2006,B,Yes,View,A
S-62,MACROINVERTEBRATE,2023,8/9/2011,B,Yes,View,A
S-63,MACROINVERTEBRATE,68,8/27/1984,C,Yes,Report,B
S-64,MACROINVERTEBRATE,69,8/29/1984,C,Yes,Report,C
S-64,MACROINVERTEBRATE,423,9/9/1993,C,Yes,,B
S-64,MACROINVERTEBRATE,726,8/25/1998,C,Yes,,B
S-65,MACROINVERTEBRATE,70,8/23/1984,C,Yes,Report,C
S-65,MACROINVERTEBRATE,727,8/25/1998,C,Yes,,B
S-66,MACROINVERTEBRATE,84,8/29/1984,B,No,Report,C
S-66,MACROINVERTEBRATE,371,8/27/1992,B,Yes,,B
S-67,MACROINVERTEBRATE,85,8/29/1984,B,Yes,Report,B
S-67,MACROINVERTEBRATE,157,8/21/1985,B,No,,C
S-67,MACROINVERTEBRATE,370,8/27/1992,B,Yes,,B
S-68,MACROINVERTEBRATE,86,8/29/1984,B,No,Report,NA
S-68,MACROINVERTEBRATE,210,8/31/1987,B,No,,NA
S-68,MACROINVERTEBRATE,424,9/9/1993,B,Yes,,A
S-68,MACROINVERTEBRATE,513,8/25/1995,B,Yes,,A
S-69,MACROINVERTEBRATE,87,8/30/1984,B,Yes,Report,B
S-69,MACROINVERTEBRATE,473,8/31/1994,B,Yes,,B
S-70,MACROINVERTEBRATE,88,8/30/1984,B,No,Report,C
S-70,MACROINVERTEBRATE,474,8/31/1994,B,Yes,,B
S-70,MACROINVERTEBRATE,2355,8/10/2015,B,Yes,View,A
S-71,MACROINVERTEBRATE,89,9/4/1984,B,No,Report,C
S-71,MACROINVERTEBRATE,265,8/28/1989,B,No,,C
S-71,MACROINVERTEBRATE,509,8/24/1995,B,No,,NA
S-72,MACROINVERTEBRATE,90,9/4/1984,C,No,Report,NA
S-72,MACROINVERTEBRATE,487,9/13/1994,C,No,,NA
S-72,MACROINVERTEBRATE,510,8/24/1995,C,No,,NA
S-72,MACROINVERTEBRATE,588,9/19/1996,C,No,,NA
S-72,MACROINVERTEBRATE,1501,9/1/2005,C,Yes,,C
S-72,MACROINVERTEBRATE,1929,8/16/2010,C,Yes,View,C
S-72,MACROINVERTEBRATE,2372,8/17/2015,C,Yes,View,B
S-73,MACROINVERTEBRATE,91,9/4/1984,B,Yes,Report,A
S-73,MACROINVERTEBRATE,322,9/5/1991,B,Yes,,A
S-74,ALGAE,SA-74-2002,7/8/2002,--,--,Report,
S-74,ALGAE,SA-74-2002P (117),7/8/2002,--,--,,
S-74,ALGAE,SA-74-2002R (116),7/8/2002,AA,Yes,,A
S-74,ALGAE,SA-74-2003,7/1/2003,--,--,,
S-74,ALGAE,SA-74-2003R (193),7/1/2003,AA,No,,B
S-74,ALGAE,SA-74-2004,6/30/2004,--,--,,
S-74,ALGAE,SA-74-2004R (262),6/30/2004,AA,No,,B
S-74,ALGAE,SA-74-2005,6/27/2005,--,--,,
S-74,ALGAE,SA-74-2005R (392),6/27/2005,AA,No,,B
S-74,ALGAE,SA-74-2005VB,8/2/2005,--,--,,
S-74,ALGAE,SA-74-2006,7/19/2006,--,--,,
S-74,ALGAE,SA-74-2006R (556),7/19/2006,AA,No,,B
S-74,ALGAE,SA-74-2007,6/20/2007,--,--,,
S-74,ALGAE,SA-74-2007R (676),6/20/2007,AA,No,,B
S-74,ALGAE,SA-74-2008,6/23/2008,--,--,,
S-74,ALGAE,SA-74-2008R (731),6/23/2008,AA,Yes,,A
S-74,ALGAE,SA-74-2009,8/3/2009,--,--,,
S-74,ALGAE,SA-74-2009R (924),8/3/2009,AA,Yes,,A
S-74,ALGAE,SA-74-2010,6/21/2010,--,--,,
S-74,ALGAE,SA-74-2010R (932),6/21/2010,AA,Yes,,A
S-74,ALGAE,SA-74-2011,6/20/2011,--,--,,
S-74,ALGAE,SA-74-2011R (1051),6/20/2011,AA,Yes,,A
S-74,ALGAE,SA-74-2012,7/10/2012,--,--,,
S-74,ALGAE,SA-74-2012 (1150),7/10/2012,--,--,,
S-74,ALGAE,SA-74-2012R (1150),7/10/2012,AA,Yes,,A
S-74,ALGAE,SA-74-2013,7/11/2013,--,--,,
S-74,ALGAE,SA-74-2013R (1352),7/11/2013,AA,Yes,,A
S-74,ALGAE,SA-74-2014,6/24/2014,--,--,,
S-74,ALGAE,SA-74-2014 (1370),6/24/2014,--,--,,
S-74,ALGAE,SA-74-2014R (1370),6/24/2014,AA,No,,B
S-74,ALGAE,SA-74-2015,7/21/2015,--,--,,
S-74,ALGAE,SA-74-2015R (1539),7/21/2015,AA,No,,B
S-74,ALGAE,SA-74-2016,6/20/2016,--,--,,
S-74,ALGAE,SA-74-2016R (1607),6/20/2016,--,--,,
S-74,ALGAE,SA-74-2017,7/25/2017,--,--,,
S-74,ALGAE,SA-74-2017 (1700),7/25/2017,--,--,,
S-74,ALGAE,SA-74-2017R (1700),7/25/2017,--,--,,
S-74,ALGAE,SA-74-2018,6/18/2018,--,--,,
S-74,ALGAE,SA-74-2018 (1727),6/18/2018,--,--,,
S-74,ALGAE,SA-74-2018R (1727),6/18/2018,--,--,,
S-74,MACROINVERTEBRATE,92,9/4/1984,AA,No,Report,B
S-74,MACROINVERTEBRATE,127,7/3/1985,AA,Yes,,A
S-74,MACROINVERTEBRATE,156,8/21/1985,AA,No,,B
S-74,MACROINVERTEBRATE,185,9/5/1986,AA,No,,B
S-74,MACROINVERTEBRATE,211,9/1/1987,AA,Yes,,A
S-74,MACROINVERTEBRATE,227,8/22/1988,AA,No,,B
S-74,MACROINVERTEBRATE,228,8/22/1988,AA,No,,B
S-74,MACROINVERTEBRATE,229,8/22/1988,AA,Yes,,A
S-74,MACROINVERTEBRATE,230,8/22/1988,AA,No,,B
S-74,MACROINVERTEBRATE,231,8/22/1988,AA,Yes,,A
S-74,MACROINVERTEBRATE,263,8/25/1989,AA,Yes,,A
S-74,MACROINVERTEBRATE,298,8/30/1990,AA,Yes,,A
S-74,MACROINVERTEBRATE,309,8/28/1991,AA,No,,B
S-74,MACROINVERTEBRATE,360,8/20/1992,AA,Yes,,A
S-74,MACROINVERTEBRATE,415,8/27/1993,AA,No,,B
S-74,MACROINVERTEBRATE,480,9/7/1994,AA,No,,B
S-74,MACROINVERTEBRATE,500,8/18/1995,AA,Yes,,A
S-74,MACROINVERTEBRATE,501,8/18/1995,AA,Yes,,A
S-74,MACROINVERTEBRATE,573,8/29/1996,AA,Yes,,A
S-74,MACROINVERTEBRATE,574,8/29/1996,AA,Yes,,A
S-74,MACROINVERTEBRATE,620,8/25/1997,AA,No,,B
S-74,MACROINVERTEBRATE,715,8/21/1998,AA,Yes,,A
S-74,MACROINVERTEBRATE,808,8/25/1999,AA,Yes,,A
S-74,MACROINVERTEBRATE,877,8/16/2000,AA,Yes,,A
S-74,MACROINVERTEBRATE,998,8/14/2001,AA,Yes,,A
S-74,MACROINVERTEBRATE,1135,8/12/2002,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1220,8/11/2003,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1364,8/10/2004,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1314,8/10/2005,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1506,9/21/2005,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1539,8/7/2006,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1629,8/7/2007,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1706,8/4/2008,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1875,8/31/2009,AA,Yes,View,A
S-74,MACROINVERTEBRATE,1919,8/10/2010,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2020,8/8/2011,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2089,8/6/2012,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2183,8/5/2013,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2252,8/5/2014,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2341,8/3/2015,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2463,8/2/2016,AA,Yes,View,A
S-74,MACROINVERTEBRATE,2547,8/1/2017,AA,Yes,View,A
S-75,MACROINVERTEBRATE,93,9/4/1984,AA,Yes,Report,A
S-75,MACROINVERTEBRATE,622,8/25/1997,AA,No,,B
S-76,MACROINVERTEBRATE,94,9/5/1984,C,No,Report,NA
S-76,MACROINVERTEBRATE,133,7/5/1985,C,Yes,,B
S-76,MACROINVERTEBRATE,159,8/27/1985,C,No,,NA
S-76,MACROINVERTEBRATE,219,8/16/1988,C,Yes,,C
S-76,MACROINVERTEBRATE,220,8/16/1988,C,No,,NA
S-76,MACROINVERTEBRATE,221,8/16/1988,C,No,,NA
S-76,MACROINVERTEBRATE,290,8/1/1989,--,--,,
S-76,MACROINVERTEBRATE,305,8/30/1990,C,No,,NA
S-76,MACROINVERTEBRATE,364,8/25/1992,C,No,,NA
